City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
283,tafresh,34.692,50.013000000000005,6.12,51,8,3.18,IR,1671536432
284,klaksvik,62.2266,-6.5889999999999995,6.51,83,23,9.19,FO,1671536432
285,berlevag,70.8578,29.0864,-5.0,79,20,5.66,NO,1671536433
286,fare,-16.7,-151.0167,26.48,77,84,5.56,PF,1671536433
287,ulladulla,-35.35,150.4667,14.28,81,28,1.69,AU,1671536434
288,kizner,56.2749,51.508,-19.1,100,97,1.43,RU,1671536434
289,seminole,28.7086,-81.2081,14.63,93,0,2.57,US,1671536435
290,ruteng,-8.6136,120.4721,17.18,76,89,0.87,ID,1671536435
291,guilin,25.2819,110.2864,12.06,36,73,2.79,CN,1671536436
292,bilma,18.6853,12.9164,24.39,25,33,2.92,NE,1671536436
293,camabatela,-8.1881,15.375,23.61,56,91,2.12,AO,1671536437
294,kyren,51.6828,102.1408,-15.72,90,100,0.63,RU,1671536438
295,waipawa,-41.4122,175.5153,12.14,95,100,6.01,NZ,1671536438
296,menongue,-14.6585,17.691,33.65,17,85,3.04,AO,1671536439
297,saint-augustin,51.226000000000006,-58.6502,-1.06,74,50,8.9,CA,1671536439
298,gunupur,19.0833,83.8167,23.44,37,41,2.35,IN,1671536440
299,soyo,-6.1349,12.3689,27.01,71,98,3.95,AO,1671536440
300,cabo san lucas,22.8909,-109.9124,20.28,83,84,0.89,MX,1671536300
301,novaya chigla,51.2233,40.4781,-2.58,63,69,4.42,RU,1671536441
302,pangody,65.85,74.4859,-26.94,93,100,5.83,RU,1671536441
303,pokhara,28.2333,83.9833,13.95,71,34,1.35,NP,1671536442
304,kodiak,57.79,-152.4072,-3.27,68,75,2.06,US,1671536443
305,enterprise,36.0252,-115.2419,5.95,40,100,2.57,US,1671536443
306,state college,40.7934,-77.86,-1.64,68,100,4.12,US,1671536371
307,katherine,-14.4667,132.2667,26.18,83,100,3.6,AU,1671536444
308,atambua,-9.1061,124.8925,23.32,89,100,2.21,ID,1671536444
309,yuzhno-sukhokumsk,44.6581,45.6436,2.96,37,19,3.79,RU,1671536445
310,champasak,14.75,106.0,21.46,69,55,0.98,LA,1671536445
311,general pico,-35.6566,-63.7568,26.82,34,78,6.85,AR,1671536446
312,kaduqli,11.0167,29.7167,34.7,17,74,3.04,SD,1671536447
313,saskylakh,71.9167,114.0833,-33.05,92,69,3.41,RU,1671536447
314,laguna,38.421,-121.4238,5.1,90,40,2.06,US,1671536448
315,zolochiv,49.806000000000004,24.8944,1.49,53,100,4.03,UA,1671536448
316,valdepenas,38.7621,-3.3848,9.43,49,97,7.97,ES,1671536449
317,teguldet,57.3064,88.1667,-9.23,95,100,3.24,RU,1671536449
318,cockburn town,21.4612,-71.1419,25.68,73,1,5.47,TC,1671536450
319,tangzhai,34.4328,116.5911,2.47,60,100,3.39,CN,1671536451
320,bima,-8.4667,118.7167,24.8,84,66,1.66,ID,1671536451
321,agadir,30.4202,-9.5982,19.25,32,68,1.39,MA,1671536182
322,salym,60.0625,71.4789,-13.32,90,100,5.28,RU,1671536452
323,alyangula,-13.8483,136.4192,27.81,80,100,4.89,AU,1671536452
324,sirur,18.8333,74.3833,27.99,22,33,2.04,IN,1671536453
325,sharjah,25.3573,55.4033,27.16,32,0,6.69,AE,1671536220
326,agucadoura,41.4318,-8.7804,16.31,88,21,3.95,PT,1671536454
327,port hedland,-20.3167,118.5667,26.03,69,100,4.63,AU,1671536454
328,moose factory,51.2585,-80.6094,-13.01,85,100,3.6,CA,1671536455
329,ojinaga,29.5667,-104.4167,7.54,70,0,2.57,MX,1671536456
330,surgut,61.25,73.4167,-12.9,84,75,4.02,RU,1671536284
331,dalmatovo,56.26,62.9362,-13.17,90,7,4.18,RU,1671536456
332,cheney,47.4874,-117.5758,-8.81,80,100,2.57,US,1671536307
333,bengkulu,-3.8004,102.2655,26.62,84,69,2.08,ID,1671536457
334,te anau,-45.4167,167.7167,9.55,84,100,1.26,NZ,1671536457
335,milkovo,54.7167,158.6167,-0.56,80,100,7.57,RU,1671536458
336,huarmey,-10.0681,-78.1522,21.2,84,98,1.65,PE,1671536458
337,paredon,16.0333,-93.8667,23.76,76,36,3.21,MX,1671536459
338,westport,41.1415,-73.3579,1.02,62,0,6.69,US,1671536219
339,gueret,46.1667,1.8667,11.83,68,98,4.73,FR,1671536460
340,nileshwar,12.25,75.1,27.51,64,94,2.39,IN,1671536461
341,trairi,-3.2778,-39.2689,29.7,56,75,5.2,BR,1671536393
342,gamba,-2.65,10.0,26.33,80,99,1.96,GA,1671536461
343,high level,58.5169,-117.13600000000001,-39.94,60,20,1.03,CA,1671536462
344,nandu,22.8525,110.8233,14.56,45,100,0.63,CN,1671536462
345,constantine,36.365,6.6147,13.67,62,0,3.09,DZ,1671536352
346,biak,-0.9131,122.8766,25.84,82,98,0.07,ID,1671536463
347,marsa matruh,31.3525,27.2453,17.06,68,100,8.42,EG,1671536464
348,praia,14.9215,-23.5087,26.3,61,0,9.77,CV,1671536238
349,xiamen,24.4798,118.0819,15.7,77,0,3.0,CN,1671536465
350,lodwar,3.1191,35.5973,35.64,14,40,8.17,KE,1671536466
351,dolores,-36.3132,-57.6792,25.51,53,0,4.06,AR,1671536466
352,sao mateus do maranhao,-4.0417,-44.475,27.75,69,48,2.52,BR,1671536467
353,auki,-8.7676,160.7034,25.76,87,80,1.94,SB,1671536468
354,san policarpo,12.1791,125.5072,25.05,90,100,6.14,PH,1671536468
355,srednekolymsk,67.45,153.6833,-22.36,99,80,1.14,RU,1671536469
356,joshimath,30.5667,79.5667,9.68,27,98,0.71,IN,1671536469
357,kuminskiy,58.6667,66.5667,-14.44,90,44,4.91,RU,1671536470
358,arvika,59.6553,12.5852,4.34,99,100,3.04,SE,1671536471
359,buin,-33.7333,-70.75,22.29,43,20,0.84,CL,1671536471
360,nishihara,26.1842,127.7558,19.6,66,75,4.63,JP,1671536472
361,kambove,-10.8764,26.5969,21.82,78,100,2.34,CD,1671536472
362,galle,6.0367,80.217,25.85,82,95,0.94,LK,1671536383
363,nanzhou,29.3596,112.4024,9.69,43,100,2.16,CN,1671536474
364,zhongshu,24.5167,103.7667,5.57,86,100,3.66,CN,1671536474
365,leh,34.1667,77.5833,-8.38,36,0,1.23,IN,1671536475
366,vestmanna,62.1564,-7.1664,5.51,87,75,2.57,FO,1671536475
367,port hueneme,34.1478,-119.1951,12.29,47,0,2.06,US,1671536476
368,andenes,69.3143,16.1194,-1.71,68,0,5.14,NO,1671536476
369,markova,48.6758,24.4138,2.02,46,100,2.82,UA,1671536477
370,nanortalik,60.1432,-45.2371,-6.45,63,6,2.31,GL,1671536478
371,mayo,38.8876,-76.5119,-0.01,72,0,4.63,US,1671536478
372,along,28.1667,94.7667,15.33,66,4,0.4,IN,1671536479
373,kuandian,40.7286,124.7847,-8.04,90,100,1.79,CN,1671536479
374,sturgis,41.7992,-85.4192,-4.11,100,75,1.54,US,1671536480
375,seoul,37.5683,126.9778,0.76,51,0,4.63,KR,1671536199
376,barra dos coqueiros,-10.9089,-37.0386,28.01,69,40,3.6,BR,1671536480
377,tiznit,29.5833,-9.5,19.06,27,75,0.95,MA,1671536442
378,tautira,-17.7333,-149.15,26.5,79,97,5.44,PF,1671536482
379,caravelas,-17.7125,-39.2481,27.92,65,92,3.96,BR,1671536482
380,tabuk,17.4189,121.4443,22.31,89,100,1.78,PH,1671536483
381,kilindoni,-7.9139,39.6668,28.64,72,84,7.38,TZ,1671536483
382,salair,54.2312,85.7972,-4.82,87,100,7.75,RU,1671536484
383,vila velha,-20.3297,-40.2925,25.97,90,75,3.6,BR,1671536306
384,flagstaff,35.1981,-111.6513,-1.19,60,0,0.0,US,1671536485
385,arak,34.0917,49.6892,0.42,93,100,2.06,IR,1671536485
386,gravdal,68.1214,13.5031,1.77,59,100,9.14,NO,1671536486
387,bandar-e lengeh,26.5579,54.8807,26.06,25,0,5.14,IR,1671536486
388,nyrob,60.733000000000004,56.7202,-14.55,95,100,2.49,RU,1671536487
389,severnoye,56.3491,78.3619,-2.24,93,100,6.51,RU,1671536488
390,sinazongwe,-17.2614,27.4618,30.38,55,99,2.63,ZM,1671536488
391,llanes,43.4198,-4.7549,17.16,77,100,1.75,ES,1671536489
392,los llanos de aridane,28.6585,-17.9182,21.74,47,0,1.54,ES,1671536490
393,taoudenni,22.6783,-3.9836,24.56,26,0,7.02,ML,1671536490
394,mavelikara,9.2667,76.55,26.75,76,97,2.07,IN,1671536237
395,san lorenzo,-25.3333,-57.5333,28.52,74,0,4.12,PY,1671536491
396,deputatskiy,69.3,139.9,-22.87,100,98,0.82,RU,1671536491
397,yulara,-25.2406,130.9889,31.55,24,69,4.34,AU,1671536370
398,nome,64.5011,-165.4064,-18.96,78,0,0.0,US,1671536492
399,mount gambier,-37.8333,140.7667,19.83,45,97,4.79,AU,1671536387
400,murighiol,45.0333,29.1667,3.03,62,13,2.23,RO,1671536493
401,nijar,36.9665,-2.206,14.25,72,20,3.09,ES,1671536494
402,mikkeli,61.6886,27.2723,-3.94,93,100,4.63,FI,1671536241
403,belvedere marittimo,39.6179,15.8617,13.95,68,5,0.99,IT,1671536494
404,maunabo,18.0072,-65.8993,25.91,92,84,5.27,PR,1671536495
405,neuquen,-38.9516,-68.0591,20.94,78,0,1.03,AR,1671536421
406,faya,18.3851,42.4509,20.06,38,45,4.24,SA,1671536495
407,mandalgovi,45.7625,106.2708,-12.76,29,80,6.95,MN,1671536496
408,kouango,4.9934,19.9619,35.39,20,98,1.13,CF,1671536497
409,bara,10.3744,10.7288,30.88,13,45,4.12,NG,1671536497
410,saiha,22.4833,92.9667,16.49,67,83,0.84,IN,1671536498
411,cururupu,-1.8283,-44.8683,29.18,63,82,2.64,BR,1671536498
412,ust-kulom,61.6864,53.6902,-14.35,94,100,2.95,RU,1671536499
413,shiraz,29.6036,52.5388,12.69,33,0,0.0,IR,1671536499
414,erzin,36.9559,36.2,18.24,39,32,0.91,TR,1671536500
415,nanyang,32.9947,112.5328,6.33,39,50,1.22,CN,1671536501
416,oyugis,-0.509,34.7358,25.32,46,100,4.02,KE,1671536501
417,chicama,-7.8447,-79.1469,18.3,81,99,1.14,PE,1671536502
418,udachnyy,66.4167,112.4,-33.64,74,90,2.0,RU,1671536502
419,karratha,-20.7377,116.8463,25.6,62,93,6.97,AU,1671536503
420,teya,60.3778,92.6267,-31.87,99,45,1.12,RU,1671536503
421,ca mau,9.1769,105.15,24.46,83,70,2.25,VN,1671536504
422,homer,59.6425,-151.5483,-7.89,72,0,7.15,US,1671536504
423,vologda,59.2187,39.8886,-7.07,98,100,1.74,RU,1671536504
424,saint-leu,-21.15,55.2833,28.48,76,86,1.08,RE,1671536505
425,novobirilyussy,56.9514,90.6661,-10.88,95,99,2.76,RU,1671536505
426,lardos,36.0942,28.0157,17.19,62,5,2.29,GR,1671536506
427,crib point,-38.35,145.2,17.16,74,45,8.86,AU,1671536507
428,valentin gomez farias,28.2167,-106.5833,2.69,60,0,0.79,MX,1671536507
429,ahipara,-35.1667,173.1667,15.37,92,15,1.85,NZ,1671536508
430,myanaung,18.2833,95.3167,27.18,57,91,1.87,MM,1671536508
431,palmeira,-25.4294,-50.0064,19.63,81,55,1.96,BR,1671536509
432,ofaqim,31.3141,34.6203,21.51,50,2,4.6,IL,1671536509
433,roald,62.5833,6.1333,7.96,81,75,5.66,NO,1671536510
434,byron bay,-28.65,153.6167,18.86,65,21,4.17,AU,1671536463
435,mae sai,20.4335,99.8762,20.75,68,91,0.4,TH,1671536511
436,lukaya,-0.1489,31.8748,24.95,58,99,2.73,UG,1671536511
437,kontagora,10.3999,5.4695,32.99,11,58,2.54,NG,1671536512
438,abu dhabi,24.4667,54.3667,28.06,45,20,4.63,AE,1671535957
439,savannah bight,16.45,-85.85,26.72,74,30,7.08,HN,1671536513
440,dakar,14.6937,-17.4441,30.49,25,0,4.12,SN,1671536321
441,kirakira,-10.4544,161.9205,27.08,84,44,3.02,SB,1671536513
442,tres arroyos,-38.3739,-60.2798,26.21,42,4,4.64,AR,1671536514
443,tahoua,14.8888,5.2692,29.99,12,0,4.12,NE,1671536514
444,quatre cocos,-20.2078,57.7625,29.06,70,40,5.46,MU,1671536515
445,stornoway,58.2093,-6.3865,7.98,80,40,11.83,GB,1671536515
446,guhagar,17.4842,73.1929,26.79,49,13,3.87,IN,1671536516
447,dalbandin,28.8947,64.4101,15.33,22,0,4.02,PK,1671536516
448,nizwa,22.9333,57.5333,25.06,25,0,2.78,OM,1671536517
449,tevaitoa,-16.7833,-151.5,26.49,77,88,5.75,PF,1671536518
450,ingham,42.6,-84.3833,-3.9,84,100,0.0,US,1671536518
451,ureshino,33.1,129.9833,5.53,70,3,0.77,JP,1671536519
452,san cristobal,7.7669,-72.225,18.1,84,87,1.16,VE,1671536519
453,virginia beach,36.8529,-75.97800000000001,2.23,71,75,4.12,US,1671536159
454,la palma,33.8464,-118.0467,15.1,66,0,0.0,US,1671536520
455,bentiu,9.2333,29.8333,36.97,15,93,2.05,SS,1671536521
456,krasnoselkup,65.7,82.4667,-31.81,97,77,2.32,RU,1671536521
457,saint-joseph,-21.3667,55.6167,28.21,78,73,2.05,RE,1671536522
458,karatau,43.1667,70.4667,-0.05,75,10,2.79,KZ,1671536522
459,guanica,17.9716,-66.908,23.44,74,11,1.98,PR,1671536523
460,coquimbo,-29.9533,-71.3436,15.85,88,20,0.0,CL,1671536523
461,vieques,18.425,-65.8329,26.02,83,75,0.0,PR,1671536524
462,hokitika,-42.7167,170.9667,12.89,75,69,3.46,NZ,1671536525
463,schenectady,42.8334,-74.0829,-3.67,90,14,3.28,US,1671536236
464,whitehorse,60.7161,-135.0538,-38.99,66,100,1.03,CA,1671536526
465,kennett,36.2362,-90.0556,3.0,81,100,3.09,US,1671536526
466,kazerun,29.6195,51.6541,17.33,26,0,0.8,IR,1671536527
467,sungairaya,0.7,108.9,26.76,80,57,1.68,ID,1671536527
468,aktash,50.3,87.7333,-13.91,94,86,1.23,RU,1671536528
469,alice springs,-23.7,133.8833,27.75,47,69,4.63,AU,1671536529
470,port hardy,50.6996,-127.4199,-3.9,80,100,5.66,CA,1671536529
471,san marcos,33.1434,-117.1661,12.9,50,99,1.24,US,1671536498
472,puerto escondido,15.85,-97.0667,24.18,69,2,1.55,MX,1671536530
473,ketchikan,55.3422,-131.6461,-9.01,52,0,2.06,US,1671536531
474,avanigadda,16.0215,80.9181,23.95,67,82,3.17,IN,1671536531
475,athmallik,20.7219,84.5348,21.2,32,10,0.88,IN,1671536532
476,tadine,-21.55,167.8833,24.75,84,51,2.5,NC,1671536533
477,wukari,7.85,9.7833,34.43,12,44,3.8,NG,1671536533
478,todos santos,23.45,-110.2167,18.44,53,75,2.81,MX,1671536534
479,antropovo,58.3988,43.0066,-10.79,99,91,0.97,RU,1671536534
480,kawalu,-7.3817,108.2082,24.17,90,79,1.06,ID,1671536535
481,adrar,20.5022,-10.0711,23.1,18,0,7.66,MR,1671536535
482,ekhabi,53.5102,142.9671,-18.56,81,100,12.0,RU,1671536536
483,puerto colombia,10.9878,-74.9547,25.05,84,6,4.89,CO,1671536536
484,trelew,-43.248999999999995,-65.3051,22.64,58,98,7.66,AR,1671536537
485,nara,34.6851,135.8049,5.83,69,23,1.01,JP,1671536415
486,uren,57.4552,45.7852,-7.46,97,98,2.38,RU,1671536537
487,bhimavaram,16.5333,81.5333,24.9,54,100,2.16,IN,1671536538
488,ambilobe,-13.2,49.05,28.18,67,90,4.46,MG,1671536539
489,jumla,29.2747,82.1838,5.93,35,3,0.62,NP,1671536345
490,tonantins,-2.8731,-67.8022,22.6,99,100,0.68,BR,1671536540
491,dvinskoy,62.1535,45.1175,-21.56,99,58,1.22,RU,1671536540
492,nanpiao,41.0982,120.7479,-4.07,78,62,1.69,CN,1671536541
493,mahon,39.8885,4.2658,18.31,82,20,5.66,ES,1671536541
494,cherskiy,68.75,161.3,-7.65,75,11,2.66,RU,1671536542
495,luanda,-8.8368,13.2343,26.99,65,84,6.01,AO,1671536542
496,houma,29.5958,-90.7195,13.89,87,100,1.79,US,1671536403
497,chesterton,41.6106,-87.0642,-4.77,93,100,0.0,US,1671536544
498,barabash,43.2,131.4833,-10.12,78,48,1.23,RU,1671536544
499,luwuk,-0.9516,122.7875,26.51,86,98,0.47,ID,1671536291
500,dutse,11.7594,9.3392,28.68,15,83,4.78,NG,1671536545
501,bridlington,54.0831,-0.1919,8.83,90,60,4.47,GB,1671536519
502,kaka,37.3482,59.6143,11.16,27,2,2.42,TM,1671536546
503,santona,43.4439,-3.4576,19.17,65,99,4.35,ES,1671536546
504,eureka,40.8021,-124.1637,8.44,72,96,2.57,US,1671536547
505,tartus,34.889,35.8866,19.87,37,7,0.97,SY,1671536547
506,chokwe,-24.5333,32.9833,25.47,77,100,4.05,MZ,1671536548
507,gasa,31.5,34.4667,22.16,53,1,4.13,PS,1671536548
508,tuatapere,-46.1333,167.6833,9.16,77,100,1.41,NZ,1671536549
509,nouadhibou,20.930999999999997,-17.0347,24.99,36,0,5.66,MR,1671536549
510,gibraleon,37.3763,-6.968999999999999,18.9,82,88,6.03,ES,1671536550
511,abha,18.2164,42.5053,19.9,32,0,4.12,SA,1671536550
512,niamey,13.5137,2.1098,30.16,10,0,7.2,NE,1671536277
513,abancay,-13.6339,-72.8814,14.78,91,100,0.99,PE,1671536552
514,portalegre,39.2938,-7.4312,12.32,95,100,5.21,PT,1671536552
515,bandundu,-3.3167,17.3667,32.05,46,77,0.46,CD,1671536553
516,matata,-37.8833,176.75,16.44,93,25,1.34,NZ,1671536554
517,kembe,4.6228,21.8865,36.27,21,91,0.76,CF,1671536554
518,zhezkazgan,47.8043,67.7144,-11.01,79,0,4.0,KZ,1671536555
519,huesca,42.1362,-0.4087,11.7,84,0,3.6,ES,1671536555
520,loknya,56.83,30.1467,-5.31,94,100,2.75,RU,1671536556
521,pailon,-17.65,-62.75,24.82,68,80,1.16,BO,1671536556
522,solok,-0.7918,100.6593,25.53,93,62,0.98,ID,1671536557
523,vila franca do campo,37.7167,-25.4333,19.0,88,80,5.74,PT,1671536558
524,yarmouth,41.7057,-70.2286,2.2,74,20,10.73,US,1671536558
525,palitana,21.5167,71.8333,30.62,21,11,4.1,IN,1671536559
526,marystown,47.1666,-55.1483,2.05,97,100,9.09,CA,1671536559
527,atlantic city,39.3643,-74.4229,-1.12,75,0,4.12,US,1671536447
528,ballina,-28.8667,153.5667,18.9,78,12,4.13,AU,1671536549
529,cap-aux-meules,47.3821,-61.8597,3.03,93,100,12.86,CA,1671536345
530,manjacaze,-24.7117,33.8828,27.79,62,100,5.42,MZ,1671536560
531,yangambi,0.8102,24.4336,28.61,66,66,1.36,CD,1671536561
532,aksarka,66.5606,67.7975,-23.58,89,100,8.18,RU,1671536562
533,maria la baja,9.9832,-75.3016,23.03,87,29,1.05,CO,1671536562
534,nelson bay,-32.7167,152.15,18.33,74,13,2.24,AU,1671536563
535,leningradskiy,69.3833,178.4167,-16.69,83,4,2.72,RU,1671536563
536,zaysan,47.4667,84.8667,-15.72,92,15,0.9,KZ,1671536563
537,vryburg,-26.9566,24.7284,33.09,10,0,7.07,ZA,1671536564
538,vila,42.0304,-8.1588,9.49,95,91,3.5,PT,1671536564
539,belaya gora,68.5333,146.4167,-25.33,100,88,0.8,RU,1671536565
540,babu,24.4167,111.5167,15.66,43,91,2.06,CN,1671536565
541,normandin,48.8333,-72.5321,-5.83,86,73,3.6,CA,1671536566
542,dicabisagan,17.0818,122.4157,24.44,90,100,3.87,PH,1671536566
543,ostrovnoy,68.0531,39.5131,-10.96,92,48,5.32,RU,1671536567
544,axim,4.8699,-2.2405,30.15,60,33,1.83,GH,1671536567
545,eirunepe,-6.6603,-69.8736,23.02,95,100,1.13,BR,1671536568
546,batemans bay,-35.7167,150.1833,14.52,83,50,1.62,AU,1671536449
547,llata,-9.4167,-76.7833,12.01,92,99,1.26,PE,1671536569
548,puerto baquerizo moreno,-0.9,-89.6,21.43,84,38,3.59,EC,1671536570
549,hohhot,40.8106,111.6522,-8.84,38,20,6.0,CN,1671536570
550,vaitape,-16.5167,-151.75,26.47,77,35,5.81,PF,1671536571
551,pitimbu,-7.4706,-34.8086,29.33,63,47,4.02,BR,1671536571
552,qandala,11.472000000000001,49.8728,25.3,75,44,6.41,SO,1671536572
553,lagoa,39.05,-27.9833,16.83,85,100,14.55,PT,1671536572
554,jacupiranga,-24.6925,-48.0022,23.06,90,82,1.45,BR,1671536573
555,luderitz,-26.6481,15.1594,24.81,50,0,13.91,,1671536573
556,husavik,66.0449,-17.3389,-1.56,86,100,18.13,IS,1671536574
557,kloulklubed,7.0419,134.2556,25.28,77,96,5.66,PW,1671536575
558,forio,40.7342,13.8646,16.01,82,8,1.34,IT,1671536575
559,beidao,34.5686,105.8933,0.09,38,0,1.18,CN,1671536576
560,crateus,-5.1783,-40.6775,29.07,47,27,2.65,BR,1671536576
561,dingle,10.9995,122.6711,23.62,94,100,3.86,PH,1671536497
562,myitkyina,25.3833,97.4,18.22,65,7,0.94,MM,1671536577
563,bouca,6.5105,18.2733,35.37,13,47,2.67,CF,1671536578
564,pisco,-13.7,-76.2167,19.03,94,99,2.57,PE,1671536576
565,bucerias,20.75,-105.3333,19.43,86,40,2.19,MX,1671536535
